"Title","Subtitle","Author","Author (Last","Publisher","Date Published","Year Published","Summary","Number of Pages","ISBN","EAN","書封","分類"
"譚納的12體操金釵","","卜洛克,尤傳莉,Lawrence Block","Lawrence Block","臉譜出版","","2005","","237","9789867335609","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=7P0E81c8QT%409789867335609-%E8%AD%9A%E7%B4%8D%E7%9A%8412%E9%AB%94%E6%93%8D%E9%87%91%E9%87%B5.png",""
"繁花將盡","","Lawrence Block,尤傳莉","Block, Lawrence","臉譜出版","","2005","","415","9789867335258","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=KJ3RtcYq2N%409789867335258-%E7%B9%81%E8%8A%B1%E5%B0%87%E7%9B%A1.png",""
"謀殺巧藝","The simple art of murder","Raymond Chandler","Chandler, Raymond","臉譜","","1998","","462","9789577085863","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=RDFXCcqof0%409789577085863-%E8%AC%80%E6%AE%BA%E5%B7%A7%E8%97%9D.jpg",""
"閱讀史賓諾莎的賊","","勞倫斯·卜洛克","Block, Lawrence","臉譜出版","","2000","","292","9789574691364","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=zHlOog9FJL%409789574691364-%E9%96%B1%E8%AE%80%E5%8F%B2%E8%B3%93%E8%AB%BE%E8%8E%8E%E7%9A%84%E8%B3%8A.png",""
"漫長的告別","The long good-bye","Raymond Chandler","Chandler, Raymond","臉譜","","1998","","460","9789577085719","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=xoDcN1LlF6%409789577085719-%E6%BC%AB%E9%95%B7%E7%9A%84%E5%91%8A%E5%88%A5.png",""
"賈伯斯傳","","Walter Isaacson","Isaacson, Walter","天下遠見出版股份有限公司","","2011","""Based on more than forty interviews with Jobs conducted over two years, as well as interviews with more than a hundred family members, friends, adversaries, competitors, and colleagues, the author has written a riveting story of the roller-coaster life and searingly intense personality of a creative entrepreneur whose passion for perfection and ferocious drive revolutionized six industries: personal computers, animated movies, music, phones, tablet computing, and digital publishing. At a time when America is seeking ways to sustain its innovative edge, and when societies around the world are trying to build digital-age economies, Jobs stands as the ultimate icon of inventiveness and applied imagination. He knew that the best way to create value in the twenty-first century was to connect creativity with technology. He built a company where leaps of the imagination were combined with remarkable feats of engineering. Although Jobs's cooperated with this book, he asked for no control over what was written nor even the right to read it before it was published. He put nothing off-limits. He encouraged the people he knew to speak honestly. And Jobs speaks candidly, sometimes brutally so, about the people he worked with and competed against. His friends, foes, and colleagues provide an unvarnished view of the passions, perfectionism, obsessions, artistry, devilry, and compulsion for control that shaped his approach to business and the innovative products that resulted. Driven by demons, Jobs could drive those around him to fury and despair. But his personality and products were interrelated, just as Apple's hardware and software tended to be, as if part of an integrated system. His tale is instructive and cautionary, filled with lessons about innovation, character, leadership, and values.""--Publisher's description.","798","9789862168370","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=9p6CTo2x8o%409789862168370-%E8%B3%88%E4%BC%AF%E6%96%AF%E5%82%B3.png",""
"黑暗之刺","","勞倫斯·卜洛克","Block, Lawrence","臉譜出版","","1997","","230","9789577085405","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=0xWo59h7Of%409789577085405-%E9%BB%91%E6%9A%97%E4%B9%8B%E5%88%BA.png",""
"黑名單","","勞倫斯·卜洛克","勞倫斯·Lawrence Block","臉譜","","2003","","479","9789867896490","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=Er537B69g7%409789867896490-%E9%BB%91%E5%90%8D%E5%96%AE.jpg",""
"畫風像蒙德里安的賊","","勞倫斯·卜洛克","Block, Lawrence","臉譜出版","","2001","","345","9789574692811","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=qJXHC76xe9%409789574692811-%E7%95%AB%E9%A2%A8%E5%83%8F%E8%92%99%E5%BE%B7%E9%87%8C%E5%AE%89%E7%9A%84%E8%B3%8A.png",""
"湖中女子","","Raymond Chandler","Chandler, Raymond","臉譜","","1998","","292","9789577085696","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=KsNTyj2HUW%409789577085696-%E6%B9%96%E4%B8%AD%E5%A5%B3%E5%AD%90.jpg",""
"喜歡引用吉卜齡的賊","","勞倫斯·卜洛克","Block, Lawrence","臉譜文化事業股份有限公司","","2000","","289","9789578319967","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=76LHEArN01%409789578319967-%E5%96%9C%E6%AD%A1%E5%BC%95%E7%94%A8%E5%90%89%E5%8D%9C%E9%BD%A1%E7%9A%84%E8%B3%8A.png",""
"謀殺與創造之時","","勞倫斯·卜洛克","Block, Lawrence","臉譜出版","","1998","","199","9789577086785","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=66G41EbmNY%409789577086785-%E8%AC%80%E6%AE%BA%E8%88%87%E5%89%B5%E9%80%A0%E4%B9%8B%E6%99%82.png",""
"深藍色畫布","","赤川次郎","赤川次郎","皇冠文學出版有限公司","","1991","","281","9789573305996","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=me095qkoHM%409789573305996-%E6%B7%B1%E8%97%8D%E8%89%B2%E7%95%AB%E5%B8%83.jpg",""
"殺手","","勞倫斯·卜洛克","Block, Lawrence","臉譜出版","","2003","","394","9789867896360","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=c8ZZS6fX8q%409789867896360-%E6%AE%BA%E6%89%8B.png",""
"屠宰場之舞","A dance at the slaughterhouse","勞倫斯·卜洛克","Block, Lawrence","臉譜出版","","1998","","380","9789577086143","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=N43NlRWZf8%409789577086143-%E5%B1%A0%E5%AE%B0%E5%A0%B4%E4%B9%8B%E8%88%9E.png",""
"高窗","The high window","Raymond Chandler","Chandler, Raymond","臉譜","","1998","","296","9789577085689","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=2Mj1Ie9XF2%409789577085689-%E9%AB%98%E7%AA%97.jpg",""
"酒店關門之後","","勞倫斯·卜洛克","Block, Lawrence","臉譜出版","","1998","","354","9789577085399","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=7Q0Bs0AkXz%409789577085399-%E9%85%92%E5%BA%97%E9%97%9C%E9%96%80%E4%B9%8B%E5%BE%8C.jpg",""
"惡魔預知死亡","","勞倫斯·卜洛克","Block, Lawrence","臉譜出版","","1998","","399","9789577086266","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=S7a2c9Yukb%409789577086266-%E6%83%A1%E9%AD%94%E9%A0%90%E7%9F%A5%E6%AD%BB%E4%BA%A1.jpg",""
"倫敦河惡靈騷動","","Ben Aaronovitch","Aaronovitch, Ben","馬可孛羅","","2021","","392","9789860767421","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=67Srf9nn3U%409789860767421-%E5%80%AB%E6%95%A6%E6%B2%B3%E6%83%A1%E9%9D%88%E9%A8%B7%E5%8B%95.png",""
"重播","Playback","Raymond Chandler","Chandler, Raymond","臉譜","","1998","","222","9789577085726","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=B0ZwO5t925%409789577085726-%E9%87%8D%E6%92%AD.jpg",""
"雨中殺手","Killer in the rain","Raymond Chandler","Chandler, Raymond","臉譜","","1998","","542","9789577085856","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=iO28a357e9%409789577085856-%E9%9B%A8%E4%B8%AD%E6%AE%BA%E6%89%8B.jpg",""
"玩偶的椅子","","赤川次郎","赤川次郎","皇冠","","1992","","301","9789573308683","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=nrg2y290vt%409789573308683-%E7%8E%A9%E5%81%B6%E7%9A%84%E6%A4%85%E5%AD%90.jpg",""
"東方快車上的女人","","Lindsay Jayne Ashford","Ashford, Lindsay Jayne","臉譜出版","","2020","","350","9789862358757","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=1Un8YpTsUq%409789862358757-%E6%9D%B1%E6%96%B9%E5%BF%AB%E8%BB%8A%E4%B8%8A%E7%9A%84%E5%A5%B3%E4%BA%BA.png",""
"圖書館裡的賊","","勞倫斯·卜洛克","Lawrence Block","臉譜出版","","2001","","437","9789574696352","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=5vy37OrAc9%409789574696352-%E5%9C%96%E6%9B%B8%E9%A4%A8%E8%A3%A1%E7%9A%84%E8%B3%8A.jpg",""
"到墳場的車票","A ticket to the boneyard","勞倫斯·卜洛克","Lawrence Block","麥田出版","","1998","","347","9789577085238","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=yXg0zWeCJK%409789577085238-%E5%88%B0%E5%A2%B3%E5%A0%B4%E7%9A%84%E8%BB%8A%E7%A5%A8.png",""
"來殺我啊","","勞倫斯·卜洛克","Block, Lawrence","臉譜出版","","2014","Old habits die hard. When the economic downturn knocks out the construction business, a phone call from Dot draws Keller back into the old game. His work takes him to Dallas, to settle a domestic dispute; to Florida, where he joins a government witness on a West Indies cruise and to New York, where people might remember him.","375","9789862353141","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=vppNgJxS72%409789862353141-%E4%BE%86%E6%AE%BA%E6%88%91%E5%95%8A.png",""
"睡不著覺的密探","","勞倫斯·卜洛克","Block, Lawrence","臉譜出版","","2005","","251","9789867335197","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=1W5um9B8VP%409789867335197-%E7%9D%A1%E4%B8%8D%E8%91%97%E8%A6%BA%E7%9A%84%E5%AF%86%E6%8E%A2.png",""
"麥田賊手","","勞倫斯·卜洛克","Block, Lawrence","臉譜出版","","2001","","403","9789574698110","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=JXpOsgr6YW%409789574698110-%E9%BA%A5%E7%94%B0%E8%B3%8A%E6%89%8B.png",""
"每個人都死了","Everybody dies","勞倫斯·卜洛克","Block, Lawrence","臉譜文化","","1999","","427","9789578319530","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=9zBT9kuzrv%409789578319530-%E6%AF%8F%E5%80%8B%E4%BA%BA%E9%83%BD%E6%AD%BB%E4%BA%86.png",""
"把泰德威廉斯交易掉的賊","","勞倫斯·卜洛克","Block, Lawrence","臉譜出版","","2001","When Bernie is framed for baseball card theft, he determines to prove his innocence by stealing them back.","383","9789574693658","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=iQd748donf%409789574693658-%E6%8A%8A%E6%B3%B0%E5%BE%B7%E5%A8%81%E5%BB%89%E6%96%AF%E4%BA%A4%E6%98%93%E6%8E%89%E7%9A%84%E8%B4%BC.png",""
"抄底實戰66招：從台股賺一億變可能","","郭泰","郭泰","金尉股份有限公司","2019/05/01","2019","抄底大師郭泰 一步步帶你在台股賺大錢  　　▍別再當虧錢的小散戶 　　大家都知道，想要多賺錢，一定要投資，想靠薪水致富，根本是天方夜譚。但在台股中，卻有高達8成的散戶虧錢，因為這些人雖然知道要投資，卻沒有用對方法。進出場不是聽明牌，就是靠感覺，到最後都是小賺大賠收場，而無法真的從投資中致富。  　　▍投資台股 你只需要這本書 　　別再買一堆股市投資書亂讀一通了！學得多，不一定會讓你賺得多，重要的是，要學會正確的投資觀念。也別再花冤枉錢去買投顧老師的課程了，如果投顧老師帶你進出能保證獲利，那麼他根本不用開課招會員了，自己買、自己賺，不是更輕鬆！  　　▍66招帶你成為投資高手 　　抄底大師郭泰，累積多年在台股的實戰經驗，整理出66招必勝絕招，帶領讀者一步步走向投資致富之路。從建立正確觀念，到實際操作的技巧，郭泰完全不藏私，將畢生的絕學全部傳授給讀者。","108","9789869739023","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=VGiKr2hS3J%409789869739023-%E6%8A%84%E5%BA%95%E5%AF%A6%E6%88%B066%E6%8B%9B.png","財經工具書"
"找麻煩是我的職業","Trouble is my business","Raymond Chandler","Chandler, Raymond","臉譜","","1998","","276","9789577085733","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=jqP2KLP9F0%409789577085733-%E6%89%BE%E9%BA%BB%E7%85%A9%E6%98%AF%E6%88%91%E7%9A%84%E8%81%B7%E6%A5%AD.jpg",""
"完美殘骸","","Helen Fields,費爾茲","Fields, Helen","馬可孛羅","","2021","","375","9789865509705","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=GAB4hiygqy%409789865509705-%E5%AE%8C%E7%BE%8E%E6%AE%98%E9%AA%B8.png",""
"別無選擇的賊","","勞倫斯·卜洛克","Block, Lawrence","臉譜出版","","2000","","284","9789578319820","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=O4jJvfqjeU%409789578319820-%E5%88%A5%E7%84%A1%E9%81%B8%E6%93%87%E7%9A%84%E8%B3%8A.png",""
"你沒學到的巴菲特","股神默默在做的事","闕又上","闕又上","金尉股份有限公司","","2017","","350","9789869560900","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=f132CosDg1%409789869560900-%E4%BD%A0%E6%B2%92%E5%AD%B8%E5%88%B0%E7%9A%84%E5%B7%B4%E8%8F%B2%E7%89%B9.png","財經工具書"
"作廢的捷克人","","勞倫斯·卜洛克","Block, Lawrence","臉譜出版","","2005","","254","9789867335333","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=7wmpp80Ayv%409789867335333-%E4%BD%9C%E5%BB%A2%E7%9A%84%E6%8D%B7%E5%85%8B%E4%BA%BA.png",""
"衣櫃裡的賊","","勞倫斯·卜洛克","Block, Lawrence","臉譜出版","","2000","","252","9789578319837","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=Krw2RlJ5XS%409789578319837-%E8%A1%A3%E6%AB%83%E8%A3%A1%E7%9A%84%E8%B3%8A.jpg",""
"行過死蔭之地","A walk along the tombstones","Lawrence Block","Block, Lawrence","麥田出版","","1998","","423","9789577086235","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=WTkU4g52IT%409789577086235-%E8%A1%8C%E9%81%8E%E6%AD%BB%E8%94%AD%E4%B9%8B%E5%9C%B0.png",""
"自以為是亨佛萊鮑嘉的賊","","勞倫斯·卜洛克","Lawrence), Lawrence Block (Block,","臉譜出版","","2001","","393","9789574694815","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=f2AaJRJ8C4%409789574694815-%E8%87%AA%E4%BB%A5%E7%82%BA%E6%98%AF%E4%BA%A8%E4%BD%9B%E8%90%8A%E9%AE%91%E5%98%89%E7%9A%84%E8%B3%8A.png",""
"死亡的渴望","Hope to die","勞倫斯·卜洛克","Block, Lawrence","臉譜出版","","2002","","451","9789867896148","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=6039a4Sc16%409789867896148-%E6%AD%BB%E4%BA%A1%E7%9A%84%E6%B8%B4%E6%9C%9B.png",""
"向邪惡追索","","勞倫斯·卜洛克","Block, Lawrence","臉譜出版","","1999","","405","9789578319295","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=bLba552763%409789578319295-%E5%90%91%E9%82%AA%E6%83%A1%E8%BF%BD%E7%B4%A2.png",""
"犯罪藝術家","Artists in Crime","奈歐．馬許","Ngaio Marsh","遠流","","2002","","432","9789573247777","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=VyqTkAu814%409789573247777-%E7%8A%AF%E7%BD%AA%E8%97%9D%E8%A1%93%E5%AE%B6.png","謀殺專門店"
"父之罪","The sins of the fathers","勞倫斯·卜洛克","Lawrence Block","臉譜出版","","1998","","200","9789577086242","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=4T9DX3y6S8%409789577086242-%E7%88%B6%E4%B9%8B%E7%BD%AA.png",""
"小城","","勞倫斯·卜洛克","Block, Lawrence","臉譜出版","","2003","","628","9789867896520","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=wsWp9yWTEH%409789867896520-%E5%B0%8F%E5%9F%8E.png",""
"小妹","The little sister","Raymond Chandler","Chandler, Raymond","臉譜","","1998","","334","9789577085702","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=It4J2T7MUg%409789577085702-%E5%B0%8F%E5%A6%B9.png",""
"大眠","The big sleep","Raymond Chandler","Chandler, Raymond","臉譜","","1998","","316","9789577085665","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=tVARR079eK%409789577085665-%E5%A4%A7%E7%9C%A0.png",""
"刀鋒之先","Out on the cutting edge","勞倫斯·卜洛克","Block, Lawrence","臉譜出版","","1998","","298","9789577085221","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=5Rk4diGcpF%409789577085221-%E5%88%80%E9%8B%92%E4%B9%8B%E5%85%88.png",""
"八百萬種死法","Eight million ways to die","勞倫斯·卜洛克","Block, Lawrence","臉譜出版","","1997","","429","9789577085177","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=y77cy4wx5F%409789577085177-%E5%85%AB%E7%99%BE%E8%90%AC%E7%A8%AE%E6%AD%BB%E6%B3%95.png",""
"一長串的死者","","勞倫斯·卜洛克","Block), 勞倫斯．Lawrence Block(Lawrence","臉譜","","2002","愛倫坡終身大師獎得主、紐約犯罪風景的行吟詩人——勞倫斯‧Lawrence Block  冷硬派偵探系列代表作     要是真有個殺手，幾乎可以確定，一定是我們之中的一個。    朱天心x朱天文x李桐豪x唐諾x冬陽x張國立x陳雪x個人意見 陳祺勳x臥斧x傅月庵x劉梓潔x駱以軍x顏忠賢    ──齊聲推薦    「這個房間裡的每一個人，都從出生後便花上一生的時間步向死亡，  每天都向死亡邁進一步。  這是一條難以獨行的路，有好同伴會輕鬆得多。」     三十一個人，一個接一個走向自己的墳墓，剩下的最後一個就再重新開始一輪俱樂部。  這一長串的死者，可以上溯好幾個世紀。     一個名為「三一俱樂部」的結社由三十一名青壯年男子組成，每年相約在五月的第一個週四聚會報告近況、緬懷死者，形成了簡單但溫暖的情誼，而等到俱樂部成員凋零到只剩一人，留下來的這最後一位就必須找到另外三十位新成員，重新延續這項傳統。     然而，才過了三十二年，三十一位成員中就已有超過半數陸續死亡；雖然，生老病死本是人無法掌控的自然法則，但這個俱樂部裡的成員，自殺、事故、遇襲的死亡機率卻是高得超乎常理。於是，其中一名會員希伯蘭委託史卡德找出真相，他語重心長地說：「要是真有個殺手，幾乎可以確定，一定是我們之中的一個。」     俱樂部成員名單上不乏社會名流，其中還有史卡德熟識的律師雷蒙．古魯留。調查過程中，史卡德認識了一位警衛吉姆．休特。他帶著嗜酒的休特參加無名戒酒會，但沒多久，休特卻突然沒了消息，心急如焚的史卡德闖進休特的租屋處，卻發現他早已不告而別。     休特帶來的小插曲困擾著史卡德，而他追查的線索也影響了俱樂部的會員。不安的氣氛蔓延著，會員彼此猜忌，深怕自己是下一個受害者。當死者名冊上的人數繼續增加時，屠夫米基‧巴魯已故弟弟的故事，成了破案的關鍵。而史卡德與幾位菁英會員布了個局，這一回肯定要逮住在他們身邊潛伏多年的兇手，讓他付出一輩子的代價……      「史卡德這角色是因為死亡才成形的，那樁跳彈誤殺街邊女孩的意外，把史卡德從體制內的警職拉扯出來，變成一個體制外孤獨抵抗人性黑暗的存在。過了二十多年，人生似乎步入安穩境地之際，世界的陡然劇變與個人的生理狀態，則提醒每個人：死亡非但從未遠去，還越來越近。」    ──臥斧（摘自推薦序〈關於我的朋友馬修．史卡德〉）","84","9789577086667","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=9mpSD218X5%409789577086667-%E4%B8%80%E9%95%B7%E4%B8%B2%E7%9A%84%E6%AD%BB%E8%80%85.jpg",""
"蟲占","狂暴牡羊","Karen Irving","Irving, Karen","九角文化果藤書房","","2007","","318","9789868326712","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=ktFXm9ZHMC%409789868326712-%E8%9F%B2%E5%8D%A0.jpg",""
"獵豹財務長給投資新手的第一堂課","","郭恭克","郭恭克","商周出版","2012/11/09","2012","人生投資的起點‧理財贏家的養成祕笈獵豹財務長給投資新手的最佳入門書投資理財的人這麼多，為什麼只有極少數的人能成為真正的贏家？在開始投資理財之前，由擁有20餘年投資經驗的獵豹財務長為你打下良好的基礎。本書內容分為五大區塊：(1) 個人資產負債檢視與投資的前置準備；(2) 基本的經濟理論與簡單實務；(3) 投資分析與決策；(4) 著名泡沫事件的回顧；(5) 投資心理分析。從本書中，你將學會掌握財報的關鍵數字，懂得在景氣循環的不同階段採取不同的投資策略，並聰明避開投資理財的陷阱。只有成為策略型投資人，才能讓你成為長線贏家，實現財務自由的目標！","267","9789862722572","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=u83Mz342Vv%409789862722572-%E7%8D%B5%E8%B1%B9%E8%B2%A1%E5%8B%99%E9%95%B7%E7%B5%A6%E6%8A%95%E8%B3%87%E6%96%B0%E6%89%8B%E7%9A%84%E7%AC%AC%E4%B8%80%E5%A0%82%E8%AA%B2.png","財經工具書"
"蝙蝠俠的幫手","","勞倫斯·卜洛克","Block, Lawrence","臉譜出版","","2020","","264","9789862358009","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=5hd9rH3DvJ%409789862358009-%E8%9D%99%E8%9D%A0%E4%BF%A0%E7%9A%84%E5%B9%AB%E6%89%8B.png",""
"福爾摩斯與開膛手傑克","","Lyndsay Faye,斐琳西","Faye, Lyndsay","臉譜出版","","2013","","382","9789862352939","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=l83U1hjTag%409789862352939-%E7%A6%8F%E7%88%BE%E6%91%A9%E6%96%AF%E8%88%87%E9%96%8B%E8%86%9B%E6%89%8B%E5%82%91%E5%85%8B.png",""
"圖解法律記憶法","國家考試的第一本書","錢世傑","錢世傑","十力","","2013","","","9789868821699","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=I3n52kLgWB%409789868821699-%E5%9C%96%E8%A7%A3%E6%B3%95%E5%BE%8B%E8%A8%98%E6%86%B6%E6%B3%95.png",""
"遇見更好的自己","SWAN的價值投資法","劉憶如","劉憶如","宏治國際","","","","","9789869302814","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=W6Vs5u44Br%409789869302814-%E9%81%87%E8%A6%8B%E6%9B%B4%E5%A5%BD%E7%9A%84%E8%87%AA%E5%B7%B1.png",""
"葡萄酒知識大全","","劉曉茹","劉曉茹","樂活文化事業股份有限公司","","2010","","199","9789866252112","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=D3U77QRi7e%409789866252112-%E8%91%A1%E8%90%84%E9%85%92%E7%9F%A5%E8%AD%98%E5%A4%A7%E5%85%A8.jpg",""
"會跳舞的大象","林裕森的葡萄酒短篇","林裕森 (食品科學)","(食品科學), 林裕森","城邦商業周刊","","2016","本书作者遍访世界各地葡萄酒产地, 用敏锐的味蕾品尝酒风各自精彩的葡萄酒.他优雅轻盈的文字, 独特的视角, 映照出葡萄酒的风土, 品种, 酿造, 风潮等面向, 也精准传达了丰富多彩的滋味.","","9789869253871","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=SIB98zYm4v%409789869253871-%E6%9C%83%E8%B7%B3%E8%88%9E%E7%9A%84%E5%A4%A7%E8%B1%A1.jpg",""
"速度力和整理力","速度力和整理力 = 仕事が速くなる力と整理する力が,1冊でビシッと身につく本","知的習慣探求舍","知的習慣探求舍","天下文化","","2014","","","9789862419113","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=u6Besv0F70%409789862419113-%E9%80%9F%E5%BA%A6%E5%8A%9B%E5%92%8C%E6%95%B4%E7%90%86%E5%8A%9B.jpg",""
"殺手打帶跑","Hit and run / Lawrence Block","勞倫斯·卜洛克","Block, Lawrence","臉譜出版","","2010","","328","9789861204406","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=h70FUzsAay%409789861204406-%E6%AE%BA%E6%89%8B%E6%89%93%E5%B8%B6%E8%B7%91.png",""
"專買黑馬股","K線捕手楊忠憲教你用1張表逮飆股","楊忠憲","文字作者, 楊忠憲, 1978-","Smart zhi fu chu ban","","2025","","","9786267560082","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=RU19821PPd%409786267560082-K%E7%B7%9A%E6%8D%95%E6%89%8B%E6%A5%8A%E5%BF%A0%E6%86%B2%E6%95%99%E4%BD%A0%E7%94%A81%E5%BC%B5%E8%A1%A8%E9%80%AE%E9%A3%86%E8%82%A1.png",""
"做自己成為內心渴望成為的那個人","讓內心強大的「心靈修練法」","劉依沛","劉依沛","宏治國際","","2021","","","9789869302838","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=NOjgjIBC0U%409789869302838-%E5%81%9A%E8%87%AA%E5%B7%B1%E6%88%90%E7%82%BA%E5%85%A7%E5%BF%83%E6%B8%B4%E6%9C%9B%E6%88%90%E7%82%BA%E7%9A%84%E9%82%A3%E5%80%8B%E4%BA%BA.png",""
"烈酒一滴","","勞倫斯·卜洛克","Block, Lawrence","臉譜","","2011","Traditional Chinese edition of Lawrence Block's novel A DROP OF THE HARD STUFF. In Traditional Chinese. Distributed by Tsai Fong Books, Inc.","383","9789861209708","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=7TfXy2iIPU%409789861209708-%E7%83%88%E9%85%92%E4%B8%80%E6%BB%B4.png",""
"保險好Easy","拿回保險的主導權用小錢買到大保障","保險e聊站","保險e聊站","智保資訊有限公司","","2023","","","9789869365918","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=QV55vZ0yc8%409789869365918-%E4%BF%9D%E9%9A%AA%E5%A5%BDEasy.png",""
"寶劍八","","John Dickson Carr","黃[Dan]俐","臉譜出版","","2003","","283","9789867896414","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=26P5S3370v%409789867896414-%E5%AF%B6%E5%8A%8D%E5%85%AB.png",""
"我的職業是股東","平凡的投資豐富的收成","林茂昌","林茂昌","早安財經文化出版","","2010","","212","9789866613326","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=530hXOj90R%409789866613326-%E6%88%91%E7%9A%84%E8%81%B7%E6%A5%AD%E6%98%AF%E8%82%A1%E6%9D%B1.png","財經工具書"
"你所應該擁有的財富 絕對不是只有金錢而已","","劉依沛","劉依沛","宏治國際","","","","","9789869302876","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=cG989LvHm3%409789869302876-%E4%BD%A0%E6%89%80%E6%87%89%E8%A9%B2%E6%93%81%E6%9C%89%E7%9A%84%E8%B2%A1%E5%AF%8C.png","財經工具書"
"色情電影謀殺案","","霍克,許瓊瑩,Edward D. Hoch,Ellery)) 昆恩 ((Queen","霍克","臉譜出版","","2005","","239","9789867335661","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=d4AkXrmimR%409789867335661-%E8%89%B2%E6%83%85%E9%9B%BB%E5%BD%B1%E8%AC%80%E6%AE%BA%E6%A1%88.png",""
"灰階思考","","謝孟恭","謝孟恭","天下文化","","2021","","235","9789865251024","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=xW1KW221Tu%409789865251024-%E7%81%B0%E9%9A%8E%E6%80%9D%E8%80%83.png",""
"水晶寶石的靈性功能","","徐華震","徐華震","淳貿企業有限公司","","1994","","312","9789579980623","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=96m5Um3xAA%409789579980623-%E6%B0%B4%E6%99%B6%E5%AF%B6%E7%9F%B3%E7%9A%84%E9%9D%88%E6%80%A7%E5%8A%9F%E8%83%BD.jpg","塔羅占星"
